REGION,producto,marca,Promedio de Precio Nuevo,Mes
CAPITAL,ACEITE COMESTIBLE,ADD,"$5,19",junio
CAPITAL,ACEITE COMESTIBLE,ADD,"$4,97",julio
CAPITAL,ACEITE COMESTIBLE,AGROIL,"$3,38",marzo
CAPITAL,ACEITE COMESTIBLE,AGROIL,"$3,99",agosto
CAPITAL,ACEITE COMESTIBLE,AMACORP,"$4,04",mayo
CAPITAL,ACEITE COMESTIBLE,AMACORP,"$4,05",junio
CAPITAL,ACEITE COMESTIBLE,AMACORP,"$4,11",julio
CAPITAL,ACEITE COMESTIBLE,AMACORP,"$3,81",agosto
CAPITAL,ACEITE COMESTIBLE,COAMO,"$3,56",enero
CAPITAL,ACEITE COMESTIBLE,COAMO,"$3,49",febrero
CAPITAL,ACEITE COMESTIBLE,COAMO,"$3,51",marzo
CAPITAL,ACEITE COMESTIBLE,COAMO,"$3,92",abril
CAPITAL,ACEITE COMESTIBLE,COAMO,"$4,32",mayo
CAPITAL,ACEITE COMESTIBLE,COAMO,"$4,51",junio
CAPITAL,ACEITE COMESTIBLE,COAMO,"$4,40",julio
CAPITAL,ACEITE COMESTIBLE,COAMO,"$4,60",agosto
CAPITAL,ACEITE COMESTIBLE,COAMO,"$4,39",septiembre
CAPITAL,ACEITE COMESTIBLE,COCINERO,"$3,85",julio
CAPITAL,ACEITE COMESTIBLE,CONCORDIA,"$3,15",enero
CAPITAL,ACEITE COMESTIBLE,CONCORDIA,"$3,32",abril
CAPITAL,ACEITE COMESTIBLE,CONCORDIA,"$3,51",mayo
CAPITAL,ACEITE COMESTIBLE,CONCORDIA,"$3,70",junio
CAPITAL,ACEITE COMESTIBLE,CONCORDIA,"$3,47",julio
CAPITAL,ACEITE COMESTIBLE,CONCORDIA,"$3,59",agosto
CAPITAL,ACEITE COMESTIBLE,CONCORDIA,"$3,93",septiembre
CAPITAL,ACEITE COMESTIBLE,COPOSA,"$3,61",enero
CAPITAL,ACEITE COMESTIBLE,COPOSA,"$3,78",febrero
CAPITAL,ACEITE COMESTIBLE,COPOSA,"$5,01",mayo
CAPITAL,ACEITE COMESTIBLE,COPOSA,"$4,31",junio
CAPITAL,ACEITE COMESTIBLE,COPOSA,"$3,94",agosto
CAPITAL,ACEITE COMESTIBLE,CORCOVADO,"$3,19",enero
CAPITAL,ACEITE COMESTIBLE,CORCOVADO,"$3,11",febrero
CAPITAL,ACEITE COMESTIBLE,CORCOVADO,"$3,25",marzo
CAPITAL,ACEITE COMESTIBLE,CORCOVADO,"$3,66",abril
CAPITAL,ACEITE COMESTIBLE,CORCOVADO,"$3,31",mayo
CAPITAL,ACEITE COMESTIBLE,DIANA,"$3,57",agosto
CAPITAL,ACEITE COMESTIBLE,DIANA,"$3,57",septiembre
CAPITAL,ACEITE COMESTIBLE,FRITO LISTO,"$4,69",junio
CAPITAL,ACEITE COMESTIBLE,FRITO LISTO,"$4,13",julio
CAPITAL,ACEITE COMESTIBLE,IBERIA,"$4,50",mayo
CAPITAL,ACEITE COMESTIBLE,IBERIA,"$4,68",junio
CAPITAL,ACEITE COMESTIBLE,IBERIA,"$4,80",agosto
CAPITAL,ACEITE COMESTIBLE,IBERIA,"$4,53",septiembre
CAPITAL,ACEITE COMESTIBLE,IDEAL,"$3,05",enero
CAPITAL,ACEITE COMESTIBLE,IDEAL,"$3,01",febrero
CAPITAL,ACEITE COMESTIBLE,IDEAL,"$3,09",marzo
CAPITAL,ACEITE COMESTIBLE,IDEAL,"$3,46",abril
CAPITAL,ACEITE COMESTIBLE,IDEAL,"$3,64",mayo
CAPITAL,ACEITE COMESTIBLE,IDEAL,"$3,77",junio
CAPITAL,ACEITE COMESTIBLE,IDEAL,"$3,43",julio
CAPITAL,ACEITE COMESTIBLE,IDEAL,"$3,57",agosto
CAPITAL,ACEITE COMESTIBLE,IDEAL,"$2,96",septiembre
CAPITAL,ACEITE COMESTIBLE,INNOVA,"$4,89",mayo
CAPITAL,ACEITE COMESTIBLE,LA LUCHA,"$3,25",enero
CAPITAL,ACEITE COMESTIBLE,LA LUCHA,"$3,32",febrero
CAPITAL,ACEITE COMESTIBLE,LA LUCHA,"$3,76",marzo
CAPITAL,ACEITE COMESTIBLE,LA LUCHA,"$3,69",abril
CAPITAL,ACEITE COMESTIBLE,LA LUCHA,"$4,18",mayo
CAPITAL,ACEITE COMESTIBLE,LA LUCHA,"$4,13",junio
CAPITAL,ACEITE COMESTIBLE,LA LUCHA,"$4,04",julio
CAPITAL,ACEITE COMESTIBLE,LA LUCHA,"$4,04",agosto
CAPITAL,ACEITE COMESTIBLE,LA LUCHA,"$3,65",septiembre
CAPITAL,ACEITE COMESTIBLE,LA PAMPA,"$4,16",mayo
CAPITAL,ACEITE COMESTIBLE,LA PAMPA,"$4,10",junio
CAPITAL,ACEITE COMESTIBLE,LA PAMPA,"$3,45",julio
CAPITAL,ACEITE COMESTIBLE,LA PAMPA,"$3,46",agosto
CAPITAL,ACEITE COMESTIBLE,LA PAMPA,"$3,69",septiembre
CAPITAL,ACEITE COMESTIBLE,MARYSOL,"$4,04",marzo
CAPITAL,ACEITE COMESTIBLE,MAZEITE,"$4,49",junio
CAPITAL,ACEITE COMESTIBLE,MI COCINA,"$3,44",julio
CAPITAL,ACEITE COMESTIBLE,MIRASOL,"$4,94",mayo
CAPITAL,ACEITE COMESTIBLE,NATUROIL,"$3,85",enero
CAPITAL,ACEITE COMESTIBLE,NATUROIL,"$4,13",febrero
CAPITAL,ACEITE COMESTIBLE,NATUROIL,"$4,14",marzo
CAPITAL,ACEITE COMESTIBLE,NATUROIL,"$4,55",abril
CAPITAL,ACEITE COMESTIBLE,NATUROIL,"$5,00",mayo
CAPITAL,ACEITE COMESTIBLE,NATUROIL,"$5,01",junio
CAPITAL,ACEITE COMESTIBLE,NATUROIL,"$4,72",julio
CAPITAL,ACEITE COMESTIBLE,NATUROIL,"$4,57",agosto
CAPITAL,ACEITE COMESTIBLE,NATUROIL,"$4,86",septiembre
CAPITAL,ACEITE COMESTIBLE,ORIENTAL,"$3,08",enero
CAPITAL,ACEITE COMESTIBLE,ORIENTAL,"$3,20",febrero
CAPITAL,ACEITE COMESTIBLE,ORIENTAL,"$3,71",marzo
CAPITAL,ACEITE COMESTIBLE,ORIENTAL,"$4,41",abril
CAPITAL,ACEITE COMESTIBLE,ORIENTAL,"$4,33",mayo
CAPITAL,ACEITE COMESTIBLE,ORIENTAL,"$4,31",junio
CAPITAL,ACEITE COMESTIBLE,ORIENTAL,"$3,80",julio
CAPITAL,ACEITE COMESTIBLE,ORIENTAL,"$3,83",agosto
CAPITAL,ACEITE COMESTIBLE,ORIENTAL,"$3,54",septiembre
CAPITAL,ACEITE COMESTIBLE,PORTUMESA,"$3,80",enero
CAPITAL,ACEITE COMESTIBLE,PORTUMESA,"$3,46",febrero
CAPITAL,ACEITE COMESTIBLE,PORTUMESA,"$3,65",marzo
CAPITAL,ACEITE COMESTIBLE,PORTUMESA,"$4,03",abril
CAPITAL,ACEITE COMESTIBLE,PORTUMESA,"$4,45",mayo
CAPITAL,ACEITE COMESTIBLE,PORTUMESA,"$4,23",junio
CAPITAL,ACEITE COMESTIBLE,PORTUMESA,"$4,16",julio
CAPITAL,ACEITE COMESTIBLE,PORTUMESA,"$4,14",agosto
CAPITAL,ACEITE COMESTIBLE,PORTUMESA,"$4,22",septiembre
CAPITAL,ACEITE COMESTIBLE,PURILEV,"$4,28",mayo
CAPITAL,ACEITE COMESTIBLE,PURILEV,"$4,25",junio
CAPITAL,ACEITE COMESTIBLE,SANTA LUCIA,"$2,83",febrero
CAPITAL,ACEITE COMESTIBLE,SOYA,"$3,20",enero
CAPITAL,ACEITE COMESTIBLE,SOYA,"$3,06",febrero
CAPITAL,ACEITE COMESTIBLE,SOYA,"$3,41",marzo
CAPITAL,ACEITE COMESTIBLE,SOYA,"$4,11",abril
CAPITAL,ACEITE COMESTIBLE,SOYA,"$4,13",mayo
CAPITAL,ACEITE COMESTIBLE,SOYA,"$4,21",junio
CAPITAL,ACEITE COMESTIBLE,SOYA,"$4,23",julio
CAPITAL,ACEITE COMESTIBLE,SOYA,"$4,26",agosto
CAPITAL,ACEITE COMESTIBLE,VATEL,"$3,61",enero
CAPITAL,ACEITE COMESTIBLE,VATEL,"$3,67",febrero
CAPITAL,ACEITE COMESTIBLE,VATEL,"$3,92",marzo
CAPITAL,ACEITE COMESTIBLE,VATEL,"$4,11",abril
CAPITAL,ACEITE COMESTIBLE,VATEL,"$4,32",mayo
CAPITAL,ACEITE COMESTIBLE,VATEL,"$4,28",junio
CAPITAL,ACEITE COMESTIBLE,VATEL,"$4,28",julio
CAPITAL,ACEITE COMESTIBLE,VATEL,"$4,30",agosto
CAPITAL,ACEITE COMESTIBLE,VATEL,"$4,44",septiembre
CAPITAL,AGUACATE,NO TIENE,"$5,18",enero
CAPITAL,AGUACATE,NO TIENE,"$5,79",febrero
CAPITAL,AGUACATE,NO TIENE,"$6,17",marzo
CAPITAL,AGUACATE,NO TIENE,"$6,48",abril
CAPITAL,AGUACATE,NO TIENE,"$4,93",mayo
CAPITAL,AGUACATE,NO TIENE,"$2,96",junio
CAPITAL,AGUACATE,NO TIENE,"$2,28",julio
CAPITAL,AGUACATE,NO TIENE,"$1,93",agosto
CAPITAL,AGUACATE,NO TIENE,"$1,87",septiembre
CAPITAL,APIO,NO TIENE,"$1,89",enero
CAPITAL,APIO,NO TIENE,"$1,82",febrero
CAPITAL,APIO,NO TIENE,"$1,88",marzo
CAPITAL,APIO,NO TIENE,"$2,24",abril
CAPITAL,APIO,NO TIENE,"$2,24",mayo
CAPITAL,APIO,NO TIENE,"$2,30",junio
CAPITAL,APIO,NO TIENE,"$2,13",julio
CAPITAL,APIO,NO TIENE,"$1,70",agosto
CAPITAL,APIO,NO TIENE,"$1,67",septiembre
CAPITAL,ARROZ BLANCO,AGUA BLANCA,"$1,26",enero
CAPITAL,ARROZ BLANCO,AGUA BLANCA,"$1,24",febrero
CAPITAL,ARROZ BLANCO,AGUA BLANCA,"$1,30",marzo
CAPITAL,ARROZ BLANCO,AGUA BLANCA,"$1,33",abril
CAPITAL,ARROZ BLANCO,AGUA BLANCA,"$1,48",mayo
CAPITAL,ARROZ BLANCO,AGUA BLANCA,"$1,49",junio
CAPITAL,ARROZ BLANCO,AGUA BLANCA,"$1,50",julio
CAPITAL,ARROZ BLANCO,AGUA BLANCA,"$1,44",agosto
CAPITAL,ARROZ BLANCO,AGUA BLANCA,"$1,54",septiembre
CAPITAL,ARROZ BLANCO,ALVARIGUA,"$1,32",febrero
CAPITAL,ARROZ BLANCO,ALVARIGUA,"$1,41",abril
CAPITAL,ARROZ BLANCO,AMANECER,"$1,48",enero
CAPITAL,ARROZ BLANCO,AMANECER,"$1,34",febrero
CAPITAL,ARROZ BLANCO,AMANECER,"$1,26",marzo
CAPITAL,ARROZ BLANCO,AMANECER,"$1,49",abril
CAPITAL,ARROZ BLANCO,AMANECER,"$1,59",mayo
CAPITAL,ARROZ BLANCO,AMANECER,"$1,36",junio
CAPITAL,ARROZ BLANCO,AMANECER,"$1,41",julio
CAPITAL,ARROZ BLANCO,AMANECER,"$1,39",agosto
CAPITAL,ARROZ BLANCO,CORINA,"$1,10",agosto
CAPITAL,ARROZ BLANCO,DIANA,"$1,21",enero
CAPITAL,ARROZ BLANCO,DIANA,"$1,16",febrero
CAPITAL,ARROZ BLANCO,DIANA,"$1,15",marzo
CAPITAL,ARROZ BLANCO,DIANA,"$1,25",agosto
CAPITAL,ARROZ BLANCO,DON JUAN,"$1,39",marzo
CAPITAL,ARROZ BLANCO,DON JULIAN,"$1,08",enero
CAPITAL,ARROZ BLANCO,DON JULIAN,"$1,06",febrero
CAPITAL,ARROZ BLANCO,DON JULIAN,"$1,11",marzo
CAPITAL,ARROZ BLANCO,DON JULIAN,"$1,16",abril
CAPITAL,ARROZ BLANCO,DON JULIAN,"$1,18",mayo
CAPITAL,ARROZ BLANCO,DON JULIAN,"$1,16",junio
CAPITAL,ARROZ BLANCO,DON JULIAN,"$1,17",julio
CAPITAL,ARROZ BLANCO,DON JULIAN,"$1,24",agosto
CAPITAL,ARROZ BLANCO,DON JULIAN,"$1,33",septiembre
CAPITAL,ARROZ BLANCO,DOÑA ALICIA,"$1,29",enero
CAPITAL,ARROZ BLANCO,DOÑA EMILIA,"$1,47",enero
CAPITAL,ARROZ BLANCO,DOÑA EMILIA,"$1,35",mayo
CAPITAL,ARROZ BLANCO,DOÑA EMILIA,"$1,21",junio
CAPITAL,ARROZ BLANCO,FAVORITO,"$1,22",enero
CAPITAL,ARROZ BLANCO,FAVORITO,"$1,19",febrero
CAPITAL,ARROZ BLANCO,FAVORITO,"$1,35",marzo
CAPITAL,ARROZ BLANCO,FAVORITO,"$1,19",abril
CAPITAL,ARROZ BLANCO,FAVORITO,"$1,50",mayo
CAPITAL,ARROZ BLANCO,FAVORITO,"$1,49",junio
CAPITAL,ARROZ BLANCO,FAVORITO,"$1,53",septiembre
CAPITAL,ARROZ BLANCO,FINA,"$1,10",enero
CAPITAL,ARROZ BLANCO,FINA,"$1,20",febrero
CAPITAL,ARROZ BLANCO,FINA,"$1,20",marzo
CAPITAL,ARROZ BLANCO,GRAN MARQUES,"$1,20",enero
CAPITAL,ARROZ BLANCO,GRAN MARQUES,"$1,20",febrero
CAPITAL,ARROZ BLANCO,GRAN MARQUES,"$1,23",marzo
CAPITAL,ARROZ BLANCO,GRAN MARQUES,"$1,32",abril
CAPITAL,ARROZ BLANCO,GRAN MARQUES,"$1,40",mayo
CAPITAL,ARROZ BLANCO,GRAN MARQUES,"$1,41",junio
CAPITAL,ARROZ BLANCO,GRAN MARQUES,"$1,38",julio
CAPITAL,ARROZ BLANCO,GRAN MARQUES,"$1,38",agosto
CAPITAL,ARROZ BLANCO,GRAN MARQUES,"$1,45",septiembre
CAPITAL,ARROZ BLANCO,INNOVA,"$1,17",enero
CAPITAL,ARROZ BLANCO,KIANA,"$1,45",mayo
CAPITAL,ARROZ BLANCO,KIANA,"$1,41",junio
CAPITAL,ARROZ BLANCO,LA LUCHA,"$1,34",enero
CAPITAL,ARROZ BLANCO,LA LUCHA,"$1,31",febrero
CAPITAL,ARROZ BLANCO,LA LUCHA,"$1,24",marzo
CAPITAL,ARROZ BLANCO,LA LUCHA,"$1,21",abril
CAPITAL,ARROZ BLANCO,LA LUCHA,"$1,44",mayo
CAPITAL,ARROZ BLANCO,LA LUCHA,"$1,42",junio
CAPITAL,ARROZ BLANCO,LA LUCHA,"$1,41",julio
CAPITAL,ARROZ BLANCO,LA LUCHA,"$1,52",agosto
CAPITAL,ARROZ BLANCO,LA LUCHA,"$1,40",septiembre
CAPITAL,ARROZ BLANCO,LUISANA,"$1,37",julio
CAPITAL,ARROZ BLANCO,MARY,"$1,30",enero
CAPITAL,ARROZ BLANCO,MARY,"$1,31",febrero
CAPITAL,ARROZ BLANCO,MARY,"$1,30",marzo
CAPITAL,ARROZ BLANCO,MARY,"$1,42",abril
CAPITAL,ARROZ BLANCO,MARY,"$1,51",mayo
CAPITAL,ARROZ BLANCO,MARY,"$1,44",junio
CAPITAL,ARROZ BLANCO,MARY,"$1,48",julio
CAPITAL,ARROZ BLANCO,MARY,"$1,52",agosto
CAPITAL,ARROZ BLANCO,MARY,"$1,59",septiembre
CAPITAL,ARROZ BLANCO,MASIA,"$1,22",enero
CAPITAL,ARROZ BLANCO,MASIA,"$1,20",febrero
CAPITAL,ARROZ BLANCO,MASIA,"$1,24",marzo
CAPITAL,ARROZ BLANCO,MASIA,"$1,38",abril
CAPITAL,ARROZ BLANCO,MASIA,"$1,47",mayo
CAPITAL,ARROZ BLANCO,MASIA,"$1,43",junio
CAPITAL,ARROZ BLANCO,MASIA,"$1,32",julio
CAPITAL,ARROZ BLANCO,MASIA,"$1,44",agosto
CAPITAL,ARROZ BLANCO,MILY,"$1,24",junio
CAPITAL,ARROZ BLANCO,MILY,"$1,24",julio
CAPITAL,ARROZ BLANCO,MILY,"$1,25",agosto
CAPITAL,ARROZ BLANCO,MONICA,"$1,34",enero
CAPITAL,ARROZ BLANCO,MONICA,"$1,45",febrero
CAPITAL,ARROZ BLANCO,MONICA,"$1,50",marzo
CAPITAL,ARROZ BLANCO,MONICA,"$1,65",abril
CAPITAL,ARROZ BLANCO,MONICA,"$1,70",mayo
CAPITAL,ARROZ BLANCO,MONICA,"$1,75",junio
CAPITAL,ARROZ BLANCO,MONICA,"$1,74",julio
CAPITAL,ARROZ BLANCO,MONICA,"$1,79",agosto
CAPITAL,ARROZ BLANCO,MONICA,"$2,02",septiembre
CAPITAL,ARROZ BLANCO,PANTERA,"$2,10",enero
CAPITAL,ARROZ BLANCO,PRIMOR,"$1,52",enero
CAPITAL,ARROZ BLANCO,PRIMOR,"$1,48",febrero
CAPITAL,ARROZ BLANCO,PRIMOR,"$1,50",marzo
CAPITAL,ARROZ BLANCO,PRIMOR,"$1,52",abril
CAPITAL,ARROZ BLANCO,PRIMOR,"$1,57",mayo
CAPITAL,ARROZ BLANCO,PRIMOR,"$1,45",junio
CAPITAL,ARROZ BLANCO,PRIMOR,"$1,46",julio
CAPITAL,ARROZ BLANCO,PRIMOR,"$1,60",agosto
CAPITAL,ARROZ BLANCO,PRIMOR,"$1,64",septiembre
CAPITAL,ARROZ BLANCO,SABROSON,"$1,10",enero
CAPITAL,ARROZ BLANCO,SANTONI,"$1,33",enero
CAPITAL,ARROZ BLANCO,SANTONI,"$1,42",febrero
CAPITAL,ARROZ BLANCO,SANTONI,"$1,37",marzo
CAPITAL,ARROZ BLANCO,SANTONI,"$1,37",abril
CAPITAL,ARROZ BLANCO,SANTONI,"$1,39",mayo
CAPITAL,ARROZ BLANCO,SANTONI,"$1,37",junio
CAPITAL,ARROZ BLANCO,SANTONI,"$1,30",julio
CAPITAL,ARROZ BLANCO,SANTONI,"$1,41",agosto
CAPITAL,ARROZ BLANCO,SANTONI,"$1,60",septiembre
CAPITAL,ARVEJAS,AMANECER,"$2,16",enero
CAPITAL,ARVEJAS,AMANECER,"$2,73",febrero
CAPITAL,ARVEJAS,AMANECER,"$2,41",marzo
CAPITAL,ARVEJAS,AMANECER,"$2,61",abril
CAPITAL,ARVEJAS,AMANECER,"$3,06",mayo
CAPITAL,ARVEJAS,AMANECER,"$2,72",junio
CAPITAL,ARVEJAS,AMANECER,"$3,08",julio
CAPITAL,ARVEJAS,AMANECER,"$2,87",agosto
CAPITAL,ARVEJAS,EL MAIZALITO,"$3,36",febrero
CAPITAL,ARVEJAS,EL MAIZALITO,"$3,15",marzo
CAPITAL,ARVEJAS,EL MAIZALITO,"$4,58",mayo
CAPITAL,ARVEJAS,EL MAIZALITO,"$4,44",junio
CAPITAL,ARVEJAS,EL MAIZALITO,"$4,50",julio
CAPITAL,ARVEJAS,EL MAIZALITO,"$4,12",agosto
CAPITAL,ARVEJAS,LA LUCHA,"$2,98",enero
CAPITAL,ARVEJAS,LA LUCHA,"$3,13",febrero
CAPITAL,ARVEJAS,LA LUCHA,"$2,85",marzo
CAPITAL,ARVEJAS,LA LUCHA,"$2,67",abril
CAPITAL,ARVEJAS,LA LUCHA,"$2,62",mayo
CAPITAL,ARVEJAS,MARY,"$2,87",enero
CAPITAL,ARVEJAS,MARY,"$2,90",febrero
CAPITAL,ARVEJAS,MARY,"$2,86",marzo
CAPITAL,ARVEJAS,MARY,"$3,07",abril
CAPITAL,ARVEJAS,MARY,"$3,24",mayo
CAPITAL,ARVEJAS,MARY,"$3,40",junio
CAPITAL,ARVEJAS,MARY,"$3,49",julio
CAPITAL,ARVEJAS,MARY,"$3,53",agosto
CAPITAL,ARVEJAS,MARY,"$3,42",septiembre
CAPITAL,ARVEJAS,MICHACHA,"$2,48",enero
CAPITAL,ARVEJAS,MICHACHA,"$2,73",marzo
CAPITAL,ARVEJAS,MICHACHA,"$2,69",abril
CAPITAL,ARVEJAS,MICHACHA,"$2,78",mayo
CAPITAL,ARVEJAS,MICHACHA,"$2,93",junio
CAPITAL,ARVEJAS,MICHACHA,"$3,13",julio
CAPITAL,ARVEJAS,MICHACHA,"$3,21",agosto
CAPITAL,ARVEJAS,MISS DAYMAR,"$3,20",febrero
CAPITAL,ARVEJAS,MISS DAYMAR,"$3,14",marzo
CAPITAL,ARVEJAS,MISS DAYMAR,"$3,17",mayo
CAPITAL,ARVEJAS,MISS DAYMAR,"$3,52",julio
CAPITAL,ARVEJAS,PANTERA,"$3,19",enero
CAPITAL,ARVEJAS,PANTERA,"$3,21",febrero
CAPITAL,ARVEJAS,PANTERA,"$3,17",marzo
CAPITAL,ARVEJAS,PANTERA,"$3,22",abril
CAPITAL,ARVEJAS,PANTERA,"$3,24",mayo
CAPITAL,ARVEJAS,PANTERA,"$3,28",junio
CAPITAL,ARVEJAS,PANTERA,"$3,22",julio
CAPITAL,ARVEJAS,PANTERA,"$3,24",agosto
CAPITAL,ARVEJAS,PANTERA,"$3,09",septiembre
CAPITAL,ARVEJAS,VENELA,"$2,58",febrero
CAPITAL,ARVEJAS,VICONE,"$3,37",enero
CAPITAL,ARVEJAS,VICONE,"$3,49",febrero
CAPITAL,ARVEJAS,VICONE,"$3,49",marzo
CAPITAL,ARVEJAS,VICONE,"$3,45",abril
CAPITAL,ARVEJAS,VICONE,"$3,43",mayo
CAPITAL,ARVEJAS,VICONE,"$3,31",junio
CAPITAL,ARVEJAS,VICONE,"$3,28",julio
CAPITAL,ARVEJAS,VICONE,"$3,68",agosto
CAPITAL,ARVEJAS,VICONE,"$3,73",septiembre
CAPITAL,ATUN ENLATADO,AREL,"$2,45",enero
CAPITAL,ATUN ENLATADO,AREL,"$1,99",febrero
CAPITAL,ATUN ENLATADO,AREL,"$1,82",marzo
CAPITAL,ATUN ENLATADO,AREL,"$1,68",abril
CAPITAL,ATUN ENLATADO,AREL,"$2,16",mayo
CAPITAL,ATUN ENLATADO,AREL,"$2,28",junio
CAPITAL,ATUN ENLATADO,AREL,"$2,23",julio
CAPITAL,ATUN ENLATADO,AREL,"$2,15",agosto
CAPITAL,ATUN ENLATADO,ARRECIFE,"$2,17",mayo
CAPITAL,ATUN ENLATADO,ATUNMAR,"$2,47",mayo
CAPITAL,ATUN ENLATADO,BJ,"$0,93",enero
CAPITAL,ATUN ENLATADO,BJ,"$0,86",febrero
CAPITAL,ATUN ENLATADO,BJ,"$0,89",marzo
CAPITAL,ATUN ENLATADO,BJ,"$0,97",abril
CAPITAL,ATUN ENLATADO,BJ,"$0,94",mayo
CAPITAL,ATUN ENLATADO,BJ,"$1,07",junio
CAPITAL,ATUN ENLATADO,BJ,"$0,97",julio
CAPITAL,ATUN ENLATADO,BJ,"$1,04",agosto
CAPITAL,ATUN ENLATADO,CALIFORNIA,"$2,08",enero
CAPITAL,ATUN ENLATADO,CALIFORNIA,"$2,19",febrero
CAPITAL,ATUN ENLATADO,CALIFORNIA,"$2,23",marzo
CAPITAL,ATUN ENLATADO,CALIFORNIA,"$1,96",abril
CAPITAL,ATUN ENLATADO,CALIFORNIA,"$1,75",mayo
CAPITAL,ATUN ENLATADO,CALIFORNIA,"$2,27",junio
CAPITAL,ATUN ENLATADO,CALIFORNIA,"$2,27",julio
CAPITAL,ATUN ENLATADO,CALIFORNIA,"$2,50",agosto
CAPITAL,ATUN ENLATADO,CALIFORNIA,"$3,75",septiembre
CAPITAL,ATUN ENLATADO,CEIRO,"$1,73",julio
CAPITAL,ATUN ENLATADO,EL REY DEL LOS MARES,"$1,68",marzo
CAPITAL,ATUN ENLATADO,EL REY DEL LOS MARES,"$2,27",junio
CAPITAL,ATUN ENLATADO,EL REY DEL LOS MARES,"$1,94",julio
CAPITAL,ATUN ENLATADO,EL REY DEL LOS MARES,"$2,58",agosto
CAPITAL,ATUN ENLATADO,EVEBA,"$2,11",enero
CAPITAL,ATUN ENLATADO,EVEBA,"$2,09",febrero
CAPITAL,ATUN ENLATADO,EVEBA,"$2,15",marzo
CAPITAL,ATUN ENLATADO,EVEBA,"$2,27",abril
CAPITAL,ATUN ENLATADO,EVEBA,"$2,29",mayo
CAPITAL,ATUN ENLATADO,EVEBA,"$2,43",junio
CAPITAL,ATUN ENLATADO,EVEBA,"$2,42",julio
CAPITAL,ATUN ENLATADO,EVEBA,"$2,42",agosto
CAPITAL,ATUN ENLATADO,EVEBA,"$2,70",septiembre
CAPITAL,ATUN ENLATADO,LOS MONJES,"$2,08",agosto
CAPITAL,ATUN ENLATADO,LOS ROQUES,"$2,93",mayo
CAPITAL,ATUN ENLATADO,MARES,"$1,56",enero
CAPITAL,ATUN ENLATADO,MARES,"$1,44",febrero
CAPITAL,ATUN ENLATADO,MARES,"$1,52",marzo
CAPITAL,ATUN ENLATADO,MARES,"$1,62",mayo
CAPITAL,ATUN ENLATADO,MARGARITA,"$2,05",enero
CAPITAL,ATUN ENLATADO,MARGARITA,"$2,08",febrero
CAPITAL,ATUN ENLATADO,MARGARITA,"$2,20",marzo
CAPITAL,ATUN ENLATADO,MARGARITA,"$2,17",abril
CAPITAL,ATUN ENLATADO,MARGARITA,"$2,15",mayo
CAPITAL,ATUN ENLATADO,MARGARITA,"$2,27",junio
CAPITAL,ATUN ENLATADO,MARGARITA,"$2,27",julio
CAPITAL,ATUN ENLATADO,MARGARITA,"$2,23",agosto
CAPITAL,ATUN ENLATADO,MARGARITA,"$2,39",septiembre
CAPITAL,ATUN ENLATADO,NEWPESCA,"$1,96",enero
CAPITAL,ATUN ENLATADO,NEWPESCA,"$2,25",febrero
CAPITAL,ATUN ENLATADO,NEWPESCA,"$1,89",abril
CAPITAL,ATUN ENLATADO,NEWPESCA,"$2,26",mayo
CAPITAL,ATUN ENLATADO,NEWPESCA,"$2,08",junio
CAPITAL,ATUN ENLATADO,NEWPESCA,"$2,15",agosto
CAPITAL,ATUN ENLATADO,NEWPESCA,"$2,21",septiembre
CAPITAL,ATUN ENLATADO,PARAGUANA,"$2,33",enero
CAPITAL,ATUN ENLATADO,PARAGUANA,"$2,28",febrero
CAPITAL,ATUN ENLATADO,PARAGUANA,"$1,85",marzo
CAPITAL,ATUN ENLATADO,PARAGUANA,"$2,35",abril
CAPITAL,ATUN ENLATADO,PARAGUANA,"$2,44",mayo
CAPITAL,ATUN ENLATADO,PARAGUANA,"$2,69",junio
CAPITAL,ATUN ENLATADO,PARAGUANA,"$2,44",julio
CAPITAL,ATUN ENLATADO,PARAGUANA,"$3,08",agosto
CAPITAL,ATUN ENLATADO,PARAGUANA,"$3,32",septiembre
CAPITAL,ATUN ENLATADO,PERFECT,"$2,45",enero
CAPITAL,ATUN ENLATADO,ROBIN HOOD,"$1,08",enero
CAPITAL,ATUN ENLATADO,ROBIN HOOD,"$1,21",febrero
CAPITAL,ATUN ENLATADO,ROBIN HOOD,"$1,50",marzo
CAPITAL,ATUN ENLATADO,ROBIN HOOD,"$0,90",abril
CAPITAL,ATUN ENLATADO,ROBIN HOOD,"$1,47",mayo
CAPITAL,ATUN ENLATADO,ROBIN HOOD,"$1,57",junio
CAPITAL,ATUN ENLATADO,ROBIN HOOD,"$1,71",julio
CAPITAL,ATUN ENLATADO,ROBIN HOOD,"$1,98",agosto
CAPITAL,ATUN ENLATADO,ROBINSON CRUSOE,"$2,00",enero
CAPITAL,ATUN ENLATADO,ROBINSON CRUSOE,"$2,02",febrero
CAPITAL,ATUN ENLATADO,ROBINSON CRUSOE,"$1,75",marzo
CAPITAL,ATUN ENLATADO,ROBINSON CRUSOE,"$2,29",abril
CAPITAL,ATUN ENLATADO,ROBINSON CRUSOE,"$2,39",mayo
CAPITAL,ATUN ENLATADO,ROBINSON CRUSOE,"$2,33",junio
CAPITAL,ATUN ENLATADO,ROBINSON CRUSOE,"$2,38",julio
