REGION,producto,marca,Promedio de Precio Nuevo,Mes
CENTROCCIDENTAL,ATUN ENLATADO,CAMPOS,"$0,69",agosto
CENTROCCIDENTAL,ATUN ENLATADO,CAMPOS,"$1,71",septiembre
CENTROCCIDENTAL,ATUN ENLATADO,CATALINA,"$2,49",enero
CENTROCCIDENTAL,ATUN ENLATADO,CATALINA,"$1,71",febrero
CENTROCCIDENTAL,ATUN ENLATADO,CATALINA,"$2,22",marzo
CENTROCCIDENTAL,ATUN ENLATADO,CATALINA,"$1,47",abril
CENTROCCIDENTAL,ATUN ENLATADO,CATALINA,"$1,36",mayo
CENTROCCIDENTAL,ATUN ENLATADO,CATALINA,"$0,96",junio
CENTROCCIDENTAL,ATUN ENLATADO,CATALINA,"$1,06",julio
CENTROCCIDENTAL,ATUN ENLATADO,CATALINA,"$1,41",agosto
CENTROCCIDENTAL,ATUN ENLATADO,CATALINA,"$1,42",septiembre
CENTROCCIDENTAL,ATUN ENLATADO,CEIRO,"$3,24",enero
CENTROCCIDENTAL,ATUN ENLATADO,CEIRO,"$1,54",septiembre
CENTROCCIDENTAL,ATUN ENLATADO,CORINA,"$1,11",julio
CENTROCCIDENTAL,ATUN ENLATADO,DEL CARIBE,"$2,00",julio
CENTROCCIDENTAL,ATUN ENLATADO,DI FIORE,"$1,67",abril
CENTROCCIDENTAL,ATUN ENLATADO,DI FIORE,"$1,62",julio
CENTROCCIDENTAL,ATUN ENLATADO,DIAMANTE,"$0,91",marzo
CENTROCCIDENTAL,ATUN ENLATADO,DIAMANTE,"$1,20",junio
CENTROCCIDENTAL,ATUN ENLATADO,DIAMANTE,"$3,00",agosto
CENTROCCIDENTAL,ATUN ENLATADO,DIPLOMATICO,"$1,50",enero
CENTROCCIDENTAL,ATUN ENLATADO,DIPLOMATICO,"$1,06",febrero
CENTROCCIDENTAL,ATUN ENLATADO,DIPLOMATICO,"$1,13",marzo
CENTROCCIDENTAL,ATUN ENLATADO,DIPLOMATICO,"$1,74",mayo
CENTROCCIDENTAL,ATUN ENLATADO,DIPLOMATICO,"$1,41",junio
CENTROCCIDENTAL,ATUN ENLATADO,DIPLOMATICO,"$1,44",julio
CENTROCCIDENTAL,ATUN ENLATADO,DIPLOMATICO,"$1,65",agosto
CENTROCCIDENTAL,ATUN ENLATADO,DON JUAN,"$1,48",enero
CENTROCCIDENTAL,ATUN ENLATADO,DON JUAN,"$1,77",febrero
CENTROCCIDENTAL,ATUN ENLATADO,DON JUAN,"$2,70",mayo
CENTROCCIDENTAL,ATUN ENLATADO,DON JUAN,"$1,65",agosto
CENTROCCIDENTAL,ATUN ENLATADO,EL ANCLA,"$1,38",enero
CENTROCCIDENTAL,ATUN ENLATADO,EL ANCLA,"$1,38",mayo
CENTROCCIDENTAL,ATUN ENLATADO,EL ANCLA,"$1,38",junio
CENTROCCIDENTAL,ATUN ENLATADO,EL ANCLA,"$1,38",julio
CENTROCCIDENTAL,ATUN ENLATADO,EL ANCLA,"$1,59",agosto
CENTROCCIDENTAL,ATUN ENLATADO,EL CORSARIO,"$1,35",abril
CENTROCCIDENTAL,ATUN ENLATADO,EL CORSARIO,"$1,57",junio
CENTROCCIDENTAL,ATUN ENLATADO,EL CORSARIO,"$1,40",julio
CENTROCCIDENTAL,ATUN ENLATADO,EL CORSARIO,"$1,25",agosto
CENTROCCIDENTAL,ATUN ENLATADO,EL FARO,"$1,26",julio
CENTROCCIDENTAL,ATUN ENLATADO,EL PEÑERO,"$1,49",enero
CENTROCCIDENTAL,ATUN ENLATADO,EL PEÑERO,"$1,73",mayo
CENTROCCIDENTAL,ATUN ENLATADO,EL PEÑERO,"$2,00",julio
CENTROCCIDENTAL,ATUN ENLATADO,EL PEÑERO,"$2,10",agosto
CENTROCCIDENTAL,ATUN ENLATADO,EL PEÑERO,"$1,92",septiembre
CENTROCCIDENTAL,ATUN ENLATADO,EVEBA,"$1,87",enero
CENTROCCIDENTAL,ATUN ENLATADO,EVEBA,"$1,97",febrero
CENTROCCIDENTAL,ATUN ENLATADO,EVEBA,"$1,88",marzo
CENTROCCIDENTAL,ATUN ENLATADO,EVEBA,"$2,03",abril
CENTROCCIDENTAL,ATUN ENLATADO,EVEBA,"$2,23",mayo
CENTROCCIDENTAL,ATUN ENLATADO,EVEBA,"$2,21",junio
CENTROCCIDENTAL,ATUN ENLATADO,EVEBA,"$2,22",julio
CENTROCCIDENTAL,ATUN ENLATADO,EVEBA,"$2,23",agosto
CENTROCCIDENTAL,ATUN ENLATADO,EVEBA,"$2,25",septiembre
CENTROCCIDENTAL,ATUN ENLATADO,GOLD FISH,"$1,44",febrero
CENTROCCIDENTAL,ATUN ENLATADO,GOLD FISH,"$2,00",agosto
CENTROCCIDENTAL,ATUN ENLATADO,GRAN ROQUE,"$2,01",febrero
CENTROCCIDENTAL,ATUN ENLATADO,GRAN ROQUE,"$1,98",marzo
CENTROCCIDENTAL,ATUN ENLATADO,GRAN ROQUE,"$2,00",abril
CENTROCCIDENTAL,ATUN ENLATADO,GRAN ROQUE,"$1,86",mayo
CENTROCCIDENTAL,ATUN ENLATADO,LA RIVIERA,"$1,11",febrero
CENTROCCIDENTAL,ATUN ENLATADO,LOBO DE MAR,"$1,60",julio
CENTROCCIDENTAL,ATUN ENLATADO,LOS ROQUES,"$1,82",mayo
CENTROCCIDENTAL,ATUN ENLATADO,LOS ROQUES,"$1,76",agosto
CENTROCCIDENTAL,ATUN ENLATADO,MARES,"$1,69",mayo
CENTROCCIDENTAL,ATUN ENLATADO,MARES,"$1,76",junio
CENTROCCIDENTAL,ATUN ENLATADO,MARES,"$1,40",julio
CENTROCCIDENTAL,ATUN ENLATADO,MARGARITA,"$1,89",enero
CENTROCCIDENTAL,ATUN ENLATADO,MARGARITA,"$1,82",febrero
CENTROCCIDENTAL,ATUN ENLATADO,MARGARITA,"$1,83",marzo
CENTROCCIDENTAL,ATUN ENLATADO,MARGARITA,"$1,91",abril
CENTROCCIDENTAL,ATUN ENLATADO,MARGARITA,"$1,92",mayo
CENTROCCIDENTAL,ATUN ENLATADO,MARGARITA,"$1,94",junio
CENTROCCIDENTAL,ATUN ENLATADO,MARGARITA,"$1,93",julio
CENTROCCIDENTAL,ATUN ENLATADO,MARGARITA,"$1,94",agosto
CENTROCCIDENTAL,ATUN ENLATADO,MARGARITA,"$1,96",septiembre
CENTROCCIDENTAL,ATUN ENLATADO,MARINARA,"$0,99",julio
CENTROCCIDENTAL,ATUN ENLATADO,NEWPESCA,"$1,48",enero
CENTROCCIDENTAL,ATUN ENLATADO,NEWPESCA,"$1,54",febrero
CENTROCCIDENTAL,ATUN ENLATADO,NEWPESCA,"$1,62",marzo
CENTROCCIDENTAL,ATUN ENLATADO,NEWPESCA,"$1,81",abril
CENTROCCIDENTAL,ATUN ENLATADO,NEWPESCA,"$2,22",junio
CENTROCCIDENTAL,ATUN ENLATADO,NEWPESCA,"$2,06",agosto
CENTROCCIDENTAL,ATUN ENLATADO,NEWPESCA,"$2,06",septiembre
CENTROCCIDENTAL,ATUN ENLATADO,PARAGUANA,"$2,79",enero
CENTROCCIDENTAL,ATUN ENLATADO,PARAGUANA,"$3,01",febrero
CENTROCCIDENTAL,ATUN ENLATADO,PARAGUANA,"$2,92",abril
CENTROCCIDENTAL,ATUN ENLATADO,PARAGUANA,"$2,59",mayo
CENTROCCIDENTAL,ATUN ENLATADO,PARAGUANA,"$2,85",junio
CENTROCCIDENTAL,ATUN ENLATADO,PARAGUANA,"$2,51",julio
CENTROCCIDENTAL,ATUN ENLATADO,PARAGUANA,"$3,01",agosto
CENTROCCIDENTAL,ATUN ENLATADO,PARAGUANA,"$3,00",septiembre
CENTROCCIDENTAL,ATUN ENLATADO,RICA DELI,"$1,50",junio
CENTROCCIDENTAL,ATUN ENLATADO,ROBIN HOOD,"$0,65",febrero
CENTROCCIDENTAL,ATUN ENLATADO,ROBIN HOOD,"$1,30",abril
CENTROCCIDENTAL,ATUN ENLATADO,ROBIN HOOD,"$1,25",mayo
CENTROCCIDENTAL,ATUN ENLATADO,ROBIN HOOD,"$1,17",junio
CENTROCCIDENTAL,ATUN ENLATADO,ROBIN HOOD,"$1,13",julio
CENTROCCIDENTAL,ATUN ENLATADO,ROBIN HOOD,"$1,42",septiembre
CENTROCCIDENTAL,ATUN ENLATADO,ROBINSON CRUSOE,"$1,59",enero
CENTROCCIDENTAL,ATUN ENLATADO,ROBINSON CRUSOE,"$1,40",febrero
CENTROCCIDENTAL,ATUN ENLATADO,ROBINSON CRUSOE,"$1,62",marzo
CENTROCCIDENTAL,ATUN ENLATADO,ROBINSON CRUSOE,"$1,55",mayo
CENTROCCIDENTAL,ATUN ENLATADO,ROBINSON CRUSOE,"$1,82",junio
CENTROCCIDENTAL,ATUN ENLATADO,ROBINSON CRUSOE,"$2,10",julio
CENTROCCIDENTAL,ATUN ENLATADO,SABOR DEL PACIFICO,"$1,35",mayo
CENTROCCIDENTAL,ATUN ENLATADO,SABOR DEL PACIFICO,"$1,50",junio
CENTROCCIDENTAL,ATUN ENLATADO,SABOR DEL PACIFICO,"$2,06",julio
CENTROCCIDENTAL,ATUN ENLATADO,SAN CIPRIANO,"$1,96",enero
CENTROCCIDENTAL,ATUN ENLATADO,SAN CIPRIANO,"$2,20",febrero
CENTROCCIDENTAL,ATUN ENLATADO,SAN CIPRIANO,"$3,65",mayo
CENTROCCIDENTAL,ATUN ENLATADO,SAN CIPRIANO,"$2,33",julio
CENTROCCIDENTAL,ATUN ENLATADO,SAN CIPRIANO,"$2,12",agosto
CENTROCCIDENTAL,ATUN ENLATADO,SARA FOOD,"$1,32",mayo
CENTROCCIDENTAL,ATUN ENLATADO,SARA FOOD,"$1,20",junio
CENTROCCIDENTAL,ATUN ENLATADO,SECRETOS DE LA ABUELA,"$2,02",enero
CENTROCCIDENTAL,ATUN ENLATADO,SECRETOS DE LA ABUELA,"$1,98",febrero
CENTROCCIDENTAL,ATUN ENLATADO,SECRETOS DE LA ABUELA,"$2,10",marzo
CENTROCCIDENTAL,ATUN ENLATADO,SECRETOS DE LA ABUELA,"$1,84",abril
CENTROCCIDENTAL,ATUN ENLATADO,SECRETOS DE LA ABUELA,"$2,16",junio
CENTROCCIDENTAL,ATUN ENLATADO,SECRETOS DE LA ABUELA,"$2,25",julio
CENTROCCIDENTAL,ATUN ENLATADO,SECRETOS DE LA ABUELA,"$2,17",agosto
CENTROCCIDENTAL,ATUN ENLATADO,SULTANA,"$1,42",enero
CENTROCCIDENTAL,ATUN ENLATADO,SULTANA,"$0,82",febrero
CENTROCCIDENTAL,ATUN ENLATADO,SULTANA,"$1,42",marzo
CENTROCCIDENTAL,ATUN ENLATADO,SULTANA,"$1,42",abril
CENTROCCIDENTAL,ATUN ENLATADO,TESORO DEL MAR,"$1,59",abril
CENTROCCIDENTAL,ATUN ENLATADO,VENFOOD,"$1,56",mayo
CENTROCCIDENTAL,ATUN ENLATADO,VENFOOD,"$2,23",junio
CENTROCCIDENTAL,ATUN ENLATADO,VENFOOD,"$1,96",julio
CENTROCCIDENTAL,ATUN ENLATADO,VENFOOD,"$1,78",agosto
CENTROCCIDENTAL,ATUN ENLATADO,VIVALDI,"$1,91",mayo
CENTROCCIDENTAL,ATUN ENLATADO,VIVALDI,"$1,81",julio
CENTROCCIDENTAL,ATUN ENLATADO,VIVALDI,"$1,87",agosto
CENTROCCIDENTAL,ATUN ENLATADO,WILLINGER,"$1,08",enero
CENTROCCIDENTAL,ATUN ENLATADO,WILLINGER,"$1,12",febrero
CENTROCCIDENTAL,ATUN ENLATADO,WILLINGER,"$1,13",marzo
CENTROCCIDENTAL,ATUN ENLATADO,WILLINGER,"$1,31",abril
CENTROCCIDENTAL,ATUN ENLATADO,WILLINGER,"$1,46",mayo
CENTROCCIDENTAL,ATUN ENLATADO,WILLINGER,"$1,30",junio
CENTROCCIDENTAL,ATUN ENLATADO,WILLINGER,"$1,29",julio
CENTROCCIDENTAL,ATUN ENLATADO,WILLINGER,"$1,41",agosto
CENTROCCIDENTAL,ATUN ENLATADO,WILLINGER,"$1,42",septiembre
CENTROCCIDENTAL,ATUN ENLATADO,YOYO,"$1,48",mayo
CENTROCCIDENTAL,AUYAMA,NO TIENE,"$0,52",enero
CENTROCCIDENTAL,AUYAMA,NO TIENE,"$0,48",febrero
CENTROCCIDENTAL,AUYAMA,NO TIENE,"$0,51",marzo
CENTROCCIDENTAL,AUYAMA,NO TIENE,"$0,57",abril
CENTROCCIDENTAL,AUYAMA,NO TIENE,"$0,53",mayo
CENTROCCIDENTAL,AUYAMA,NO TIENE,"$0,56",junio
CENTROCCIDENTAL,AUYAMA,NO TIENE,"$0,53",julio
CENTROCCIDENTAL,AUYAMA,NO TIENE,"$0,55",agosto
CENTROCCIDENTAL,AUYAMA,NO TIENE,"$0,54",septiembre
CENTROCCIDENTAL,AZUCAR BLANCA,100PORCIENTO,"$1,43",agosto
CENTROCCIDENTAL,AZUCAR BLANCA,ALVARIGUA,"$1,49",enero
CENTROCCIDENTAL,AZUCAR BLANCA,ALVARIGUA,"$1,40",febrero
CENTROCCIDENTAL,AZUCAR BLANCA,ALVARIGUA,"$1,39",marzo
CENTROCCIDENTAL,AZUCAR BLANCA,ALVARIGUA,"$1,40",abril
CENTROCCIDENTAL,AZUCAR BLANCA,ALVARIGUA,"$1,46",mayo
CENTROCCIDENTAL,AZUCAR BLANCA,ALVARIGUA,"$1,46",junio
CENTROCCIDENTAL,AZUCAR BLANCA,ALVARIGUA,"$1,47",julio
CENTROCCIDENTAL,AZUCAR BLANCA,ALVARIGUA,"$1,47",agosto
CENTROCCIDENTAL,AZUCAR BLANCA,ALVARIGUA,"$1,61",septiembre
CENTROCCIDENTAL,AZUCAR BLANCA,AMANECER,"$1,59",enero
CENTROCCIDENTAL,AZUCAR BLANCA,AMANECER,"$1,60",febrero
CENTROCCIDENTAL,AZUCAR BLANCA,AMANECER,"$1,57",marzo
CENTROCCIDENTAL,AZUCAR BLANCA,AMANECER,"$1,56",abril
CENTROCCIDENTAL,AZUCAR BLANCA,AMANECER,"$1,56",mayo
CENTROCCIDENTAL,AZUCAR BLANCA,AMANECER,"$1,53",junio
CENTROCCIDENTAL,AZUCAR BLANCA,AMANECER,"$1,48",julio
CENTROCCIDENTAL,AZUCAR BLANCA,AMANECER,"$1,50",agosto
CENTROCCIDENTAL,AZUCAR BLANCA,AMANECER,"$1,52",septiembre
CENTROCCIDENTAL,AZUCAR BLANCA,ARTILAC,"$1,36",enero
CENTROCCIDENTAL,AZUCAR BLANCA,ARTILAC,"$1,36",febrero
CENTROCCIDENTAL,AZUCAR BLANCA,ARTILAC,"$1,36",marzo
CENTROCCIDENTAL,AZUCAR BLANCA,ARTILAC,"$1,29",mayo
CENTROCCIDENTAL,AZUCAR BLANCA,ARTILAC,"$1,27",junio
CENTROCCIDENTAL,AZUCAR BLANCA,ARTILAC,"$1,30",julio
CENTROCCIDENTAL,AZUCAR BLANCA,ARTILAC,"$1,33",agosto
CENTROCCIDENTAL,AZUCAR BLANCA,ARTILAC,"$1,20",septiembre
CENTROCCIDENTAL,AZUCAR BLANCA,ATAVENCA,"$1,82",enero
CENTROCCIDENTAL,AZUCAR BLANCA,ATAVENCA,"$1,73",febrero
CENTROCCIDENTAL,AZUCAR BLANCA,ATAVENCA,"$1,72",marzo
CENTROCCIDENTAL,AZUCAR BLANCA,ATAVENCA,"$1,62",abril
CENTROCCIDENTAL,AZUCAR BLANCA,ATAVENCA,"$1,60",mayo
CENTROCCIDENTAL,AZUCAR BLANCA,ATAVENCA,"$1,67",junio
CENTROCCIDENTAL,AZUCAR BLANCA,ATAVENCA,"$1,57",julio
CENTROCCIDENTAL,AZUCAR BLANCA,ATAVENCA,"$1,60",agosto
CENTROCCIDENTAL,AZUCAR BLANCA,ATAVENCA,"$1,62",septiembre
CENTROCCIDENTAL,AZUCAR BLANCA,AZUCAR,"$1,25",febrero
CENTROCCIDENTAL,AZUCAR BLANCA,AZUCAR,"$1,21",marzo
CENTROCCIDENTAL,AZUCAR BLANCA,AZUCAR,"$1,41",abril
CENTROCCIDENTAL,AZUCAR BLANCA,AZUCAR,"$1,38",mayo
CENTROCCIDENTAL,AZUCAR BLANCA,AZUCAR,"$1,49",junio
CENTROCCIDENTAL,AZUCAR BLANCA,AZUCAR,"$1,43",julio
CENTROCCIDENTAL,AZUCAR BLANCA,AZUCAR,"$1,39",agosto
CENTROCCIDENTAL,AZUCAR BLANCA,AZUCAR,"$1,39",septiembre
CENTROCCIDENTAL,AZUCAR BLANCA,BADUR,"$1,31",enero
CENTROCCIDENTAL,AZUCAR BLANCA,BADUR,"$1,36",febrero
CENTROCCIDENTAL,AZUCAR BLANCA,BADUR,"$1,28",marzo
CENTROCCIDENTAL,AZUCAR BLANCA,BADUR,"$1,38",abril
CENTROCCIDENTAL,AZUCAR BLANCA,BADUR,"$1,43",mayo
CENTROCCIDENTAL,AZUCAR BLANCA,BADUR,"$1,33",junio
CENTROCCIDENTAL,AZUCAR BLANCA,BADUR,"$1,31",julio
CENTROCCIDENTAL,AZUCAR BLANCA,BADUR,"$1,30",agosto
CENTROCCIDENTAL,AZUCAR BLANCA,BADUR,"$1,28",septiembre
CENTROCCIDENTAL,AZUCAR BLANCA,BARZUCA,"$1,74",enero
CENTROCCIDENTAL,AZUCAR BLANCA,BARZUCA,"$1,45",febrero
CENTROCCIDENTAL,AZUCAR BLANCA,BARZUCA,"$1,26",marzo
CENTROCCIDENTAL,AZUCAR BLANCA,BARZUCA,"$1,27",abril
CENTROCCIDENTAL,AZUCAR BLANCA,BARZUCA,"$1,24",mayo
CENTROCCIDENTAL,AZUCAR BLANCA,BARZUCA,"$1,31",junio
CENTROCCIDENTAL,AZUCAR BLANCA,BARZUCA,"$1,30",julio
CENTROCCIDENTAL,AZUCAR BLANCA,BARZUCA,"$1,26",agosto
CENTROCCIDENTAL,AZUCAR BLANCA,BARZUCA,"$1,31",septiembre
CENTROCCIDENTAL,AZUCAR BLANCA,BELALLA,"$1,10",enero
CENTROCCIDENTAL,AZUCAR BLANCA,BELALLA,"$1,54",febrero
CENTROCCIDENTAL,AZUCAR BLANCA,BELALLA,"$1,50",marzo
CENTROCCIDENTAL,AZUCAR BLANCA,BELALLA,"$1,24",abril
CENTROCCIDENTAL,AZUCAR BLANCA,BELALLA,"$1,23",mayo
CENTROCCIDENTAL,AZUCAR BLANCA,BELALLA,"$1,37",junio
CENTROCCIDENTAL,AZUCAR BLANCA,BELALLA,"$1,31",julio
CENTROCCIDENTAL,AZUCAR BLANCA,BELALLA,"$1,21",agosto
CENTROCCIDENTAL,AZUCAR BLANCA,BELALLA,"$1,33",septiembre
CENTROCCIDENTAL,AZUCAR BLANCA,CAMILA,"$1,33",enero
CENTROCCIDENTAL,AZUCAR BLANCA,CAMILA,"$1,41",febrero
CENTROCCIDENTAL,AZUCAR BLANCA,CAMILA,"$1,28",marzo
CENTROCCIDENTAL,AZUCAR BLANCA,CAMILA,"$0,59",abril
CENTROCCIDENTAL,AZUCAR BLANCA,CAMILA,"$1,41",julio
CENTROCCIDENTAL,AZUCAR BLANCA,CAMILA,"$2,08",agosto
CENTROCCIDENTAL,AZUCAR BLANCA,CAÑA DEL SUR,"$1,76",enero
CENTROCCIDENTAL,AZUCAR BLANCA,CAÑA DEL SUR,"$1,70",febrero
CENTROCCIDENTAL,AZUCAR BLANCA,CAÑA DEL SUR,"$1,75",marzo
CENTROCCIDENTAL,AZUCAR BLANCA,CAÑA DEL SUR,"$1,75",abril
CENTROCCIDENTAL,AZUCAR BLANCA,CAÑA DEL SUR,"$1,55",mayo
CENTROCCIDENTAL,AZUCAR BLANCA,CAÑA DEL SUR,"$1,50",junio
CENTROCCIDENTAL,AZUCAR BLANCA,CAÑA DEL SUR,"$1,50",julio
CENTROCCIDENTAL,AZUCAR BLANCA,CAÑA DEL SUR,"$1,47",agosto
CENTROCCIDENTAL,AZUCAR BLANCA,COINSA,"$0,92",agosto
CENTROCCIDENTAL,AZUCAR BLANCA,COMZUCAR,"$1,30",septiembre
CENTROCCIDENTAL,AZUCAR BLANCA,D CASTA,"$1,28",enero
CENTROCCIDENTAL,AZUCAR BLANCA,D CASTA,"$1,40",febrero
CENTROCCIDENTAL,AZUCAR BLANCA,D CASTA,"$1,40",marzo
CENTROCCIDENTAL,AZUCAR BLANCA,D CASTA,"$1,14",abril
CENTROCCIDENTAL,AZUCAR BLANCA,D CASTA,"$1,32",junio
CENTROCCIDENTAL,AZUCAR BLANCA,D CASTA,"$1,49",julio
CENTROCCIDENTAL,AZUCAR BLANCA,D CASTA,"$1,34",agosto
CENTROCCIDENTAL,AZUCAR BLANCA,D CASTA,"$1,33",septiembre
CENTROCCIDENTAL,AZUCAR BLANCA,DOCE DIA,"$1,46",enero
CENTROCCIDENTAL,AZUCAR BLANCA,DOCE DIA,"$1,48",febrero
CENTROCCIDENTAL,AZUCAR BLANCA,DOCE DIA,"$1,53",marzo
CENTROCCIDENTAL,AZUCAR BLANCA,DOCE DIA,"$1,65",abril
CENTROCCIDENTAL,AZUCAR BLANCA,DOCE DIA,"$1,50",mayo
CENTROCCIDENTAL,AZUCAR BLANCA,DOCE DIA,"$1,56",junio
CENTROCCIDENTAL,AZUCAR BLANCA,DOCE DIA,"$1,52",julio
CENTROCCIDENTAL,AZUCAR BLANCA,DOCE DIA,"$1,37",agosto
CENTROCCIDENTAL,AZUCAR BLANCA,DOCE DIA,"$1,43",septiembre
CENTROCCIDENTAL,AZUCAR BLANCA,DON ALESSANDRO,"$1,28",febrero
CENTROCCIDENTAL,AZUCAR BLANCA,DON JOHAN,"$1,35",mayo
CENTROCCIDENTAL,AZUCAR BLANCA,DON JOHAN,"$1,17",agosto
CENTROCCIDENTAL,AZUCAR BLANCA,DON PACO,"$1,52",enero
CENTROCCIDENTAL,AZUCAR BLANCA,DON PACO,"$1,41",febrero
CENTROCCIDENTAL,AZUCAR BLANCA,DON PACO,"$1,40",marzo
CENTROCCIDENTAL,AZUCAR BLANCA,DON PACO,"$1,53",abril
CENTROCCIDENTAL,AZUCAR BLANCA,DON PACO,"$1,57",mayo
CENTROCCIDENTAL,AZUCAR BLANCA,DON PACO,"$1,42",junio
CENTROCCIDENTAL,AZUCAR BLANCA,DON PACO,"$1,53",julio
CENTROCCIDENTAL,AZUCAR BLANCA,DON PACO,"$1,53",agosto
CENTROCCIDENTAL,AZUCAR BLANCA,DON PACO,"$1,54",septiembre
CENTROCCIDENTAL,AZUCAR BLANCA,ELEGANCIA,"$1,50",febrero
CENTROCCIDENTAL,AZUCAR BLANCA,FINA,"$1,40",agosto
CENTROCCIDENTAL,AZUCAR BLANCA,FINURA,"$1,21",febrero
CENTROCCIDENTAL,AZUCAR BLANCA,FINURA,"$1,30",marzo
CENTROCCIDENTAL,AZUCAR BLANCA,FINURA,"$1,33",abril
CENTROCCIDENTAL,AZUCAR BLANCA,FINURA,"$1,33",mayo
CENTROCCIDENTAL,AZUCAR BLANCA,FINURA,"$1,39",junio
CENTROCCIDENTAL,AZUCAR BLANCA,FINURA,"$1,41",julio
CENTROCCIDENTAL,AZUCAR BLANCA,FINURA,"$1,45",agosto
CENTROCCIDENTAL,AZUCAR BLANCA,FINURA,"$1,33",septiembre
CENTROCCIDENTAL,AZUCAR BLANCA,FLOR DEL AVILA,"$1,67",julio
CENTROCCIDENTAL,AZUCAR BLANCA,GLOBO,"$1,29",febrero
CENTROCCIDENTAL,AZUCAR BLANCA,GLOBO,"$1,22",marzo
CENTROCCIDENTAL,AZUCAR BLANCA,GLOBO,"$1,00",julio
CENTROCCIDENTAL,AZUCAR BLANCA,GRANAL,"$1,38",junio
CENTROCCIDENTAL,AZUCAR BLANCA,ITAMARATI,"$1,74",abril
CENTROCCIDENTAL,AZUCAR BLANCA,ITAMARATI,"$1,50",mayo
CENTROCCIDENTAL,AZUCAR BLANCA,ITAMARATI,"$1,66",junio
CENTROCCIDENTAL,AZUCAR BLANCA,ITAMARATI,"$1,56",julio
CENTROCCIDENTAL,AZUCAR BLANCA,ITAMARATI,"$1,70",agosto
CENTROCCIDENTAL,AZUCAR BLANCA,KONFIT,"$1,44",enero
CENTROCCIDENTAL,AZUCAR BLANCA,KONFIT,"$1,42",febrero
CENTROCCIDENTAL,AZUCAR BLANCA,KONFIT,"$1,46",marzo
CENTROCCIDENTAL,AZUCAR BLANCA,KONFIT,"$1,51",abril
CENTROCCIDENTAL,AZUCAR BLANCA,KONFIT,"$1,46",mayo
CENTROCCIDENTAL,AZUCAR BLANCA,KONFIT,"$1,48",junio
CENTROCCIDENTAL,AZUCAR BLANCA,KONFIT,"$1,50",julio
CENTROCCIDENTAL,AZUCAR BLANCA,KONFIT,"$1,47",agosto
CENTROCCIDENTAL,AZUCAR BLANCA,KONFIT,"$1,49",septiembre
CENTROCCIDENTAL,AZUCAR BLANCA,LA DUQUESA,"$1,90",julio
CENTROCCIDENTAL,AZUCAR BLANCA,LA NORMANDA,"$1,30",marzo
CENTROCCIDENTAL,AZUCAR BLANCA,LA NORMANDA,"$1,60",agosto
CENTROCCIDENTAL,AZUCAR BLANCA,LA PAMPA,"$1,60",febrero
CENTROCCIDENTAL,AZUCAR BLANCA,LA PAMPA,"$1,40",junio
CENTROCCIDENTAL,AZUCAR BLANCA,LA PASTORA,"$1,39",enero
CENTROCCIDENTAL,AZUCAR BLANCA,LA PASTORA,"$1,37",febrero
CENTROCCIDENTAL,AZUCAR BLANCA,LA PASTORA,"$1,40",marzo
CENTROCCIDENTAL,AZUCAR BLANCA,LA PASTORA,"$1,43",abril
CENTROCCIDENTAL,AZUCAR BLANCA,LA PASTORA,"$1,42",mayo
CENTROCCIDENTAL,AZUCAR BLANCA,LA PASTORA,"$1,39",junio
CENTROCCIDENTAL,AZUCAR BLANCA,LA PASTORA,"$1,43",julio
CENTROCCIDENTAL,AZUCAR BLANCA,LA PASTORA,"$1,44",agosto
CENTROCCIDENTAL,AZUCAR BLANCA,LA PASTORA,"$1,48",septiembre
CENTROCCIDENTAL,AZUCAR BLANCA,LA PROTECTORA,"$1,37",mayo
CENTROCCIDENTAL,AZUCAR BLANCA,MAITE,"$1,56",enero
CENTROCCIDENTAL,AZUCAR BLANCA,MAITE,"$1,71",agosto
CENTROCCIDENTAL,AZUCAR BLANCA,MARVAL,"$1,38",enero
CENTROCCIDENTAL,AZUCAR BLANCA,MARVAL,"$1,37",febrero
CENTROCCIDENTAL,AZUCAR BLANCA,MARVAL,"$1,34",marzo
CENTROCCIDENTAL,AZUCAR BLANCA,MARVAL,"$1,32",abril
CENTROCCIDENTAL,AZUCAR BLANCA,MARVAL,"$1,47",mayo
CENTROCCIDENTAL,AZUCAR BLANCA,MARVAL,"$1,39",junio
CENTROCCIDENTAL,AZUCAR BLANCA,MARVAL,"$1,59",julio
CENTROCCIDENTAL,AZUCAR BLANCA,MARVAL,"$1,30",agosto
CENTROCCIDENTAL,AZUCAR BLANCA,MARVAL,"$1,50",septiembre
CENTROCCIDENTAL,AZUCAR BLANCA,MELAO,"$1,40",julio
CENTROCCIDENTAL,AZUCAR BLANCA,MELAO,"$1,38",agosto
CENTROCCIDENTAL,AZUCAR BLANCA,MONTALBAN,"$1,50",enero
CENTROCCIDENTAL,AZUCAR BLANCA,MONTALBAN,"$1,43",febrero
CENTROCCIDENTAL,AZUCAR BLANCA,MONTALBAN,"$1,50",marzo
CENTROCCIDENTAL,AZUCAR BLANCA,MONTALBAN,"$1,52",abril
CENTROCCIDENTAL,AZUCAR BLANCA,MONTALBAN,"$1,52",mayo
CENTROCCIDENTAL,AZUCAR BLANCA,MONTALBAN,"$1,53",junio
CENTROCCIDENTAL,AZUCAR BLANCA,MONTALBAN,"$1,54",julio
